Iterations; Total; Bailout Calculation; Kernel Enqueue; Kernel Run; Texture Generation; Unmap Buffer; Pixel Display; Frames Per Second; Overhead
288; 10.533890; 0.000240; 0.017866; 7.281547; 2.798607; 0.000872; 0.434699; 9.493170; 0.000058
289; 10.526871; 0.000213; 0.017067; 7.417035; 2.785458; 0.000851; 0.306185; 9.499499; 0.000062
290; 10.649493; 0.000239; 0.016140; 7.528181; 2.678229; 0.000812; 0.425828; 9.390118; 0.000064
291; 10.627783; 0.000224; 0.016342; 7.497343; 2.703176; 0.000834; 0.409811; 9.409300; 0.000052
292; 10.663237; 0.000220; 0.016697; 7.350240; 2.841577; 0.000839; 0.453615; 9.378015; 0.000050
293; 10.759091; 0.000226; 0.016928; 7.531994; 2.779809; 0.000930; 0.429150; 9.294465; 0.000055
294; 10.696437; 0.000299; 0.017017; 7.465574; 2.798784; 0.000811; 0.413889; 9.348907; 0.000063
295; 10.728177; 0.000225; 0.016988; 7.464173; 2.831442; 0.000848; 0.414438; 9.321248; 0.000063
296; 10.765941; 0.000241; 0.017257; 7.673371; 2.808829; 0.000871; 0.265294; 9.288552; 0.000078
297; 10.747087; 0.000242; 0.017830; 7.578676; 2.889682; 0.000871; 0.259731; 9.304847; 0.000054
298; 10.808423; 0.000220; 0.018035; 7.572249; 2.849725; 0.000819; 0.367314; 9.252044; 0.000062
299; 10.864530; 0.000223; 0.016498; 7.685722; 2.749469; 0.000839; 0.411727; 9.204264; 0.000053
300; 10.881626; 0.000234; 0.016499; 7.620853; 2.838524; 0.000824; 0.404602; 9.189803; 0.000090
301; 10.957065; 0.000209; 0.016387; 7.780287; 2.752151; 0.000827; 0.407156; 9.126531; 0.000049
302; 10.935048; 0.000245; 0.017437; 7.666025; 2.849026; 0.000860; 0.401396; 9.144908; 0.000059
303; 10.977066; 0.000223; 0.017047; 7.804290; 2.753775; 0.000855; 0.400835; 9.109903; 0.000041
304; 11.053607; 0.000225; 0.016897; 7.960660; 2.680101; 0.000893; 0.394773; 9.046820; 0.000058
305; 11.035740; 0.000238; 0.017329; 7.859146; 2.763284; 0.000959; 0.394728; 9.061468; 0.000056
306; 11.032073; 0.000270; 0.019093; 7.876638; 2.878749; 0.000970; 0.256300; 9.064479; 0.000053
307; 11.145246; 0.000216; 0.016994; 7.918077; 2.782223; 0.000914; 0.426760; 8.972436; 0.000062
308; 11.116858; 0.000218; 0.017660; 7.874261; 2.812707; 0.000846; 0.411106; 8.995347; 0.000058
309; 11.142254; 0.000259; 0.016868; 8.078469; 2.786739; 0.000874; 0.258993; 8.974845; 0.000052
310; 11.187423; 0.000213; 0.017023; 7.887051; 2.882664; 0.000893; 0.399517; 8.938609; 0.000062
311; 11.190255; 0.000266; 0.016837; 8.087081; 2.823866; 0.000915; 0.261234; 8.936347; 0.000057
312; 11.317151; 0.000218; 0.016880; 8.070297; 2.784589; 0.000902; 0.444215; 8.836146; 0.000049
313; 11.309188; 0.000283; 0.017913; 8.049831; 2.814966; 0.000860; 0.425273; 8.842368; 0.000063
314; 11.316116; 0.000224; 0.016852; 8.066031; 2.814804; 0.000901; 0.417253; 8.836954; 0.000051
315; 11.432901; 0.000274; 0.017897; 8.147090; 2.821600; 0.000896; 0.445073; 8.746687; 0.000070
316; 11.399257; 0.000221; 0.016791; 8.136725; 2.804618; 0.000940; 0.439907; 8.772501; 0.000054
317; 11.460542; 0.000211; 0.016962; 8.224283; 2.785505; 0.000902; 0.432590; 8.725591; 0.000088
318; 11.465528; 0.000289; 0.017704; 8.300963; 2.701333; 0.000858; 0.444315; 8.721796; 0.000066
319; 11.503417; 0.000227; 0.018185; 8.193666; 2.861039; 0.000895; 0.429345; 8.693069; 0.000060
320; 11.738436; 0.000360; 0.018037; 8.697325; 2.578671; 0.000934; 0.443050; 8.519022; 0.000060
321; 11.578589; 0.000223; 0.017476; 8.250479; 2.900442; 0.000900; 0.409022; 8.636631; 0.000047
322; 11.548258; 0.000225; 0.018059; 8.379074; 2.846047; 0.000851; 0.303937; 8.659315; 0.000064
323; 11.645872; 0.000227; 0.017005; 8.448928; 2.738904; 0.000886; 0.439873; 8.586734; 0.000049
324; 11.813801; 0.000227; 0.016265; 8.537426; 2.807060; 0.000882; 0.451879; 8.464676; 0.000061
325; 11.795864; 0.000226; 0.019258; 8.470877; 2.858536; 0.000933; 0.445970; 8.477548; 0.000064
326; 11.757818; 0.000234; 0.018975; 8.501749; 2.801597; 0.000911; 0.434287; 8.504980; 0.000065
327; 11.747564; 0.000253; 0.017922; 8.487979; 2.824457; 0.000932; 0.415960; 8.512403; 0.000060
328; 11.780144; 0.000241; 0.017129; 8.600356; 2.718740; 0.000848; 0.442762; 8.488861; 0.000067
329; 11.838591; 0.000229; 0.017548; 8.633919; 2.755714; 0.000934; 0.430191; 8.446951; 0.000055
330; 11.909297; 0.000223; 0.017752; 8.598591; 2.769422; 0.000791; 0.522448; 8.396801; 0.000070
331; 11.849697; 0.000222; 0.018010; 8.732503; 2.792388; 0.000874; 0.305644; 8.439034; 0.000055
332; 11.948773; 0.000221; 0.018100; 8.602794; 2.910937; 0.000985; 0.415675; 8.369060; 0.000061
333; 11.894500; 0.000271; 0.017840; 8.788312; 2.783062; 0.000837; 0.304128; 8.407247; 0.000051
334; 11.958034; 0.000223; 0.017694; 8.819453; 2.785010; 0.000860; 0.334734; 8.362579; 0.000060
335; 11.967372; 0.000206; 0.016851; 8.892242; 2.757272; 0.000853; 0.299895; 8.356054; 0.000053
336; 12.058816; 0.000343; 0.019576; 8.762466; 2.893334; 0.000857; 0.382170; 8.292688; 0.000070
337; 12.067611; 0.000297; 0.020456; 8.940391; 2.800658; 0.000859; 0.304868; 8.286644; 0.000082
338; 12.124049; 0.000241; 0.016696; 8.825131; 2.861054; 0.000888; 0.419971; 8.248069; 0.000068
339; 12.093954; 0.000234; 0.017682; 8.808327; 2.828915; 0.000908; 0.437832; 8.268594; 0.000056
340; 12.160091; 0.000230; 0.017621; 8.892760; 2.829197; 0.000930; 0.419290; 8.223622; 0.000063
341; 12.139904; 0.000243; 0.016643; 8.950462; 2.780698; 0.000932; 0.390862; 8.237298; 0.000063
342; 12.201579; 0.000257; 0.016613; 9.061226; 2.695539; 0.000929; 0.426956; 8.195660; 0.000058
343; 12.241085; 0.000212; 0.018025; 8.908302; 2.903072; 0.000876; 0.410544; 8.169211; 0.000055
344; 12.255211; 0.000217; 0.017361; 9.088700; 2.701004; 0.000878; 0.446998; 8.159794; 0.000053
345; 12.349444; 0.000215; 0.016656; 9.099330; 2.786053; 0.000902; 0.446225; 8.097531; 0.000064
346; 12.327008; 0.000243; 0.016918; 9.158761; 2.706067; 0.000833; 0.444130; 8.112268; 0.000056
347; 12.391923; 0.000225; 0.017082; 9.134369; 2.793596; 0.000910; 0.445676; 8.069773; 0.000064
348; 12.353889; 0.000225; 0.017288; 9.194988; 2.833649; 0.000872; 0.306818; 8.094617; 0.000049
349; 12.363464; 0.000262; 0.016799; 9.205818; 2.837888; 0.000829; 0.301812; 8.088348; 0.000055
350; 12.479845; 0.000217; 0.016557; 9.249742; 2.813287; 0.000838; 0.399152; 8.012920; 0.000053
351; 12.454387; 0.000219; 0.017028; 9.268768; 2.741276; 0.000914; 0.426110; 8.029299; 0.000072
352; 12.580388; 0.000215; 0.016561; 9.462306; 2.673729; 0.000896; 0.426624; 7.948881; 0.000056
353; 12.491335; 0.000215; 0.017527; 9.370655; 2.800328; 0.000820; 0.301736; 8.005549; 0.000055
354; 12.592430; 0.000227; 0.017837; 9.384064; 2.747337; 0.000863; 0.442041; 7.941279; 0.000061
355; 12.710673; 0.000248; 0.018714; 9.523935; 2.768888; 0.000889; 0.397932; 7.867404; 0.000067
356; 12.626773; 0.000219; 0.017065; 9.397325; 2.801501; 0.000873; 0.409730; 7.919680; 0.000059
357; 12.670689; 0.000239; 0.018855; 9.549978; 2.796667; 0.000900; 0.303994; 7.892230; 0.000056
358; 12.719405; 0.000243; 0.016858; 9.588526; 2.696566; 0.000843; 0.416313; 7.862003; 0.000055
359; 12.732764; 0.000230; 0.016568; 9.540312; 2.766631; 0.000868; 0.408106; 7.853754; 0.000049
360; 12.784090; 0.000240; 0.016303; 9.650190; 2.705440; 0.000881; 0.410989; 7.822223; 0.000047
361; 12.758849; 0.000241; 0.017696; 9.588989; 2.850956; 0.000876; 0.300029; 7.837698; 0.000062
362; 12.839621; 0.000239; 0.017202; 9.639021; 2.777026; 0.000861; 0.405211; 7.788392; 0.000062
363; 12.842084; 0.000244; 0.017821; 9.588633; 2.821781; 0.000899; 0.412646; 7.786898; 0.000060
364; 12.875573; 0.000209; 0.016590; 9.642384; 2.826609; 0.000841; 0.388881; 7.766644; 0.000059
365; 12.905896; 0.000247; 0.016269; 9.736170; 2.748554; 0.000864; 0.403733; 7.748397; 0.000060
366; 12.907558; 0.000227; 0.016801; 9.770085; 2.700372; 0.000885; 0.419135; 7.747399; 0.000054
367; 13.025766; 0.000218; 0.016959; 9.804357; 2.800428; 0.000883; 0.402865; 7.677092; 0.000057
368; 13.008197; 0.000219; 0.017518; 9.750616; 2.832004; 0.000929; 0.406851; 7.687460; 0.000061
369; 13.063827; 0.000212; 0.017376; 9.934141; 2.692336; 0.000917; 0.418791; 7.654725; 0.000055
370; 13.069703; 0.000210; 0.016596; 9.921838; 2.715554; 0.000924; 0.414527; 7.651283; 0.000054
371; 13.141958; 0.000210; 0.018261; 9.953064; 2.766574; 0.000934; 0.402860; 7.609216; 0.000055
372; 13.134180; 0.000224; 0.017840; 9.922379; 2.783756; 0.000876; 0.409048; 7.613722; 0.000058
373; 13.139318; 0.000226; 0.016620; 9.998528; 2.712882; 0.000865; 0.410054; 7.610745; 0.000142
374; 13.224416; 0.000244; 0.016968; 9.979903; 2.817398; 0.000923; 0.408921; 7.561771; 0.000058
375; 13.210140; 0.000214; 0.017846; 9.903867; 2.866853; 0.000849; 0.420441; 7.569943; 0.000070
376; 13.256386; 0.000239; 0.018005; 10.206126; 2.727873; 0.000917; 0.303166; 7.543534; 0.000059
377; 13.277669; 0.000276; 0.017441; 9.997604; 2.851168; 0.000923; 0.410191; 7.531442; 0.000066
378; 13.372785; 0.000227; 0.017462; 10.276978; 2.771169; 0.000916; 0.305982; 7.477874; 0.000051
379; 13.357368; 0.000252; 0.016801; 10.140281; 2.788047; 0.000913; 0.411021; 7.486505; 0.000054
380; 13.557515; 0.000231; 0.017531; 10.382550; 2.737525; 0.000956; 0.418670; 7.375983; 0.000054
381; 13.483943; 0.000288; 0.019590; 10.384152; 2.657572; 0.000949; 0.421335; 7.416228; 0.000058
382; 13.412311; 0.000253; 0.017215; 10.330679; 2.754281; 0.000898; 0.308930; 7.455837; 0.000055
383; 13.499290; 0.000212; 0.019339; 10.268027; 2.788526; 0.000978; 0.422142; 7.407797; 0.000066
384; 13.515049; 0.000231; 0.017457; 10.300550; 2.805010; 0.000855; 0.390887; 7.399159; 0.000060
385; 13.484211; 0.000222; 0.017846; 10.398924; 2.762537; 0.000929; 0.303691; 7.416081; 0.000062
386; 13.598473; 0.000285; 0.017548; 10.460708; 2.712645; 0.000834; 0.406391; 7.353767; 0.000064
387; 13.596076; 0.000223; 0.017710; 10.421934; 2.783319; 0.000904; 0.371929; 7.355063; 0.000058
388; 13.622907; 0.000218; 0.017432; 10.486765; 2.710094; 0.000961; 0.407383; 7.340577; 0.000054
389; 13.627248; 0.000219; 0.016674; 10.402031; 2.806578; 0.000908; 0.400776; 7.338239; 0.000062
390; 13.679434; 0.000224; 0.017863; 10.487083; 2.796983; 0.000852; 0.376366; 7.310244; 0.000063
391; 14.167970; 0.000238; 0.016498; 11.090121; 2.728166; 0.001009; 0.331881; 7.058174; 0.000058
392; 13.785207; 0.000221; 0.017075; 10.536668; 2.818852; 0.000918; 0.411409; 7.254153; 0.000063
393; 13.782635; 0.000219; 0.018673; 10.492556; 2.878249; 0.001013; 0.391859; 7.255507; 0.000065
394; 13.769797; 0.000226; 0.017593; 10.688724; 2.763320; 0.000948; 0.298924; 7.262271; 0.000063
395; 13.867640; 0.000242; 0.017695; 10.678550; 2.770907; 0.000933; 0.399254; 7.211032; 0.000059
396; 13.870179; 0.000240; 0.018022; 10.605051; 2.845803; 0.000853; 0.400153; 7.209712; 0.000058
397; 13.921743; 0.000221; 0.016691; 10.732368; 2.754795; 0.000901; 0.416717; 7.183009; 0.000050
398; 13.923549; 0.000216; 0.017594; 10.704379; 2.787261; 0.000862; 0.413186; 7.182077; 0.000050
399; 14.055009; 0.000245; 0.017480; 10.837962; 2.784186; 0.000894; 0.414178; 7.114901; 0.000064
400; 14.039130; 0.000217; 0.017800; 10.763135; 2.835009; 0.000907; 0.421969; 7.122949; 0.000093
401; 14.054372; 0.000259; 0.017804; 10.930830; 2.688198; 0.000852; 0.416367; 7.115224; 0.000062
402; 14.080487; 0.000226; 0.017557; 10.776509; 2.888419; 0.000856; 0.396857; 7.102027; 0.000062
403; 14.077125; 0.000217; 0.016296; 10.932606; 2.714348; 0.000870; 0.412728; 7.103723; 0.000059
404; 14.130974; 0.000286; 0.017458; 11.035789; 2.766646; 0.000919; 0.309818; 7.076653; 0.000057
405; 14.137525; 0.000220; 0.017391; 10.979449; 2.731226; 0.000877; 0.408306; 7.073374; 0.000055
406; 14.211785; 0.000223; 0.017178; 10.987881; 2.791428; 0.000827; 0.414185; 7.036414; 0.000063
407; 14.161457; 0.000231; 0.016985; 11.034513; 2.803424; 0.000931; 0.305315; 7.061421; 0.000056
408; 14.282879; 0.000217; 0.017544; 11.069055; 2.783671; 0.000881; 0.411450; 7.001389; 0.000060
409; 14.246575; 0.000223; 0.017009; 11.033675; 2.797487; 0.000828; 0.397303; 7.019231; 0.000049
410; 14.305810; 0.000243; 0.017069; 11.194236; 2.779386; 0.000883; 0.313929; 6.990167; 0.000063
411; 14.396475; 0.000257; 0.017349; 11.159780; 2.809910; 0.000871; 0.408247; 6.946145; 0.000061
412; 14.353078; 0.000257; 0.017523; 11.296681; 2.737966; 0.000924; 0.299666; 6.967147; 0.000061
413; 14.402325; 0.000222; 0.017370; 11.093980; 2.898192; 0.000956; 0.391544; 6.943323; 0.000062
414; 14.417581; 0.000240; 0.017757; 11.241528; 2.732531; 0.000844; 0.424621; 6.935976; 0.000061
415; 14.632601; 0.000268; 0.018068; 11.503545; 2.800565; 0.000942; 0.309154; 6.834055; 0.000059
416; 14.476571; 0.000229; 0.017477; 11.259603; 2.783868; 0.000858; 0.414467; 6.907713; 0.000069
417; 14.539122; 0.000232; 0.017057; 11.313554; 2.799358; 0.000853; 0.408017; 6.877994; 0.000051
418; 14.582699; 0.000289; 0.020145; 11.382937; 2.754257; 0.000874; 0.424132; 6.857441; 0.000066
419; 14.589106; 0.000259; 0.017120; 11.507148; 2.759259; 0.000902; 0.304356; 6.854430; 0.000061
420; 14.709544; 0.000254; 0.017501; 11.423180; 2.865750; 0.000862; 0.401932; 6.798307; 0.000066
421; 14.684126; 0.000268; 0.017631; 11.596353; 2.660343; 0.000903; 0.408571; 6.810075; 0.000057
422; 14.677679; 0.000223; 0.017698; 11.500141; 2.757898; 0.000854; 0.400806; 6.813066; 0.000058
423; 14.734745; 0.000216; 0.016735; 11.491352; 2.803290; 0.000859; 0.422241; 6.786680; 0.000051
424; 14.705710; 0.000218; 0.017252; 11.585797; 2.687467; 0.000855; 0.414072; 6.800080; 0.000049
425; 14.785845; 0.000224; 0.016881; 11.599559; 2.751611; 0.000831; 0.416674; 6.763225; 0.000065
426; 14.835514; 0.000223; 0.017326; 11.634850; 2.765871; 0.000823; 0.416370; 6.740582; 0.000050
427; 14.894461; 0.000212; 0.017717; 11.641405; 2.815319; 0.000892; 0.418861; 6.713905; 0.000055
428; 14.863497; 0.000229; 0.017965; 11.710093; 2.727732; 0.000913; 0.406512; 6.727892; 0.000052
429; 14.986063; 0.000285; 0.018711; 11.965423; 2.730009; 0.000897; 0.270681; 6.672867; 0.000057
430; 14.916067; 0.000277; 0.017899; 11.661308; 2.828955; 0.000868; 0.406695; 6.704180; 0.000065
431; 14.989081; 0.000253; 0.017601; 11.808525; 2.751378; 0.000894; 0.410371; 6.671523; 0.000059
432; 14.982435; 0.000260; 0.018400; 11.777819; 2.793032; 0.000844; 0.392003; 6.674482; 0.000078
433; 15.036292; 0.000220; 0.017398; 11.853826; 2.759029; 0.000902; 0.404859; 6.650576; 0.000058
434; 15.038207; 0.000240; 0.017840; 11.864943; 2.760139; 0.000867; 0.394116; 6.649729; 0.000061
435; 15.091231; 0.000246; 0.017442; 11.910872; 2.768082; 0.000937; 0.393589; 6.626365; 0.000062
436; 15.051461; 0.000224; 0.018164; 11.962109; 2.792982; 0.000876; 0.277051; 6.643873; 0.000054
437; 15.120371; 0.000268; 0.017243; 12.107528; 2.728278; 0.000895; 0.266092; 6.613594; 0.000068
438; 15.234076; 0.000228; 0.018345; 12.145417; 2.731520; 0.000831; 0.337670; 6.564231; 0.000065
439; 15.320076; 0.000237; 0.018536; 12.146486; 2.845890; 0.000996; 0.307871; 6.527383; 0.000059
440; 15.221235; 0.000224; 0.017641; 12.063733; 2.734035; 0.000917; 0.404636; 6.569769; 0.000048
441; 15.266656; 0.000217; 0.017285; 12.178466; 2.659263; 0.000863; 0.410492; 6.550223; 0.000071
442; 15.274587; 0.000233; 0.018878; 12.071379; 2.770650; 0.000874; 0.412510; 6.546822; 0.000063
443; 15.323879; 0.000230; 0.016980; 12.182248; 2.718561; 0.000868; 0.404924; 6.525763; 0.000068
444; 15.341500; 0.000238; 0.018270; 12.138422; 2.781134; 0.000854; 0.402508; 6.518267; 0.000075
445; 15.389922; 0.000279; 0.017822; 12.258582; 2.700631; 0.000884; 0.411654; 6.497759; 0.000069
446; 15.394383; 0.000229; 0.018679; 12.189549; 2.782913; 0.000910; 0.402023; 6.495876; 0.000081
447; 15.441909; 0.000231; 0.018227; 12.276755; 2.730429; 0.000860; 0.415363; 6.475883; 0.000045
448; 15.446588; 0.000231; 0.018076; 12.286312; 2.730784; 0.000830; 0.410297; 6.473921; 0.000056
449; 15.541745; 0.000209; 0.017459; 12.477024; 2.637205; 0.000825; 0.408971; 6.434284; 0.000052
450; 15.484680; 0.000213; 0.018220; 12.433480; 2.733995; 0.000887; 0.297822; 6.457996; 0.000062
451; 15.565186; 0.000222; 0.017475; 12.512407; 2.738231; 0.000931; 0.295858; 6.424594; 0.000060
452; 15.596364; 0.000255; 0.017868; 12.416824; 2.750378; 0.000857; 0.410109; 6.411751; 0.000072
453; 15.646129; 0.000235; 0.018370; 12.487384; 2.716221; 0.000901; 0.422954; 6.391357; 0.000064
454; 15.697225; 0.000232; 0.018325; 12.496925; 2.769964; 0.000932; 0.410790; 6.370553; 0.000056
455; 15.684428; 0.000213; 0.017321; 12.532679; 2.720399; 0.000869; 0.412899; 6.375751; 0.000048
456; 15.717886; 0.000252; 0.018136; 12.642811; 2.658837; 0.001029; 0.396758; 6.362179; 0.000063
457; 15.729103; 0.000243; 0.017684; 12.687103; 2.752118; 0.000860; 0.271036; 6.357642; 0.000059
458; 15.947291; 0.000253; 0.018390; 12.693923; 2.826392; 0.000913; 0.407366; 6.270658; 0.000054
459; 15.798559; 0.000268; 0.017824; 12.866443; 2.613728; 0.000876; 0.299370; 6.329691; 0.000049
460; 15.853759; 0.000270; 0.019089; 12.602697; 2.826210; 0.000885; 0.404548; 6.307652; 0.000059
461; 15.870481; 0.000238; 0.019209; 12.658181; 2.779038; 0.000882; 0.412873; 6.301006; 0.000060
462; 15.901298; 0.000226; 0.017689; 12.692590; 2.772808; 0.000864; 0.417061; 6.288795; 0.000060
463; 15.944158; 0.000215; 0.017979; 12.879402; 2.740569; 0.000926; 0.305016; 6.271890; 0.000050
464; 15.955980; 0.000235; 0.018702; 12.849143; 2.675037; 0.000824; 0.411981; 6.267243; 0.000058
465; 16.011364; 0.000234; 0.017092; 12.899267; 2.680865; 0.000905; 0.412945; 6.245564; 0.000055
466; 16.006793; 0.000226; 0.017738; 12.897529; 2.678387; 0.000888; 0.411965; 6.247348; 0.000060
467; 16.115566; 0.000248; 0.019353; 12.933937; 2.746265; 0.000886; 0.414814; 6.205181; 0.000064
468; 16.060775; 0.000225; 0.017541; 12.960876; 2.677742; 0.000869; 0.403471; 6.226350; 0.000051
469; 16.173955; 0.000234; 0.018591; 13.072477; 2.748973; 0.000886; 0.332741; 6.182780; 0.000052
470; 16.168108; 0.000244; 0.017776; 13.034066; 2.719210; 0.000878; 0.395880; 6.185016; 0.000054
471; 16.145368; 0.000230; 0.017319; 13.145473; 2.716689; 0.000848; 0.264762; 6.193727; 0.000047
472; 16.195962; 0.000325; 0.017321; 13.055330; 2.722139; 0.000821; 0.399956; 6.174379; 0.000069
473; 16.246006; 0.000286; 0.018742; 13.114186; 2.812366; 0.000846; 0.299526; 6.155359; 0.000055
474; 16.264122; 0.000252; 0.017319; 13.144040; 2.679851; 0.000885; 0.421713; 6.148503; 0.000062
475; 16.332721; 0.000272; 0.017713; 13.231806; 2.674550; 0.000876; 0.407451; 6.122679; 0.000052
476; 16.311177; 0.000208; 0.018337; 13.329455; 2.696497; 0.000867; 0.265758; 6.130766; 0.000055
477; 16.424074; 0.000250; 0.017591; 13.238803; 2.757014; 0.000940; 0.409404; 6.088623; 0.000072
478; 16.342995; 0.000307; 0.017384; 13.301920; 2.762112; 0.000837; 0.260387; 6.118829; 0.000049
479; 16.558084; 0.000235; 0.017024; 13.503884; 2.662007; 0.000920; 0.373957; 6.039346; 0.000056
480; 16.458389; 0.000237; 0.017685; 13.316802; 2.717595; 0.000854; 0.405159; 6.075929; 0.000057
481; 16.494110; 0.000233; 0.017977; 13.326509; 2.740871; 0.000846; 0.407597; 6.062770; 0.000077
482; 16.491796; 0.000297; 0.018267; 13.360594; 2.808283; 0.000853; 0.303435; 6.063621; 0.000066
483; 16.580184; 0.000237; 0.018151; 13.356566; 2.794110; 0.000879; 0.410181; 6.031296; 0.000060
484; 16.573987; 0.000230; 0.018373; 13.522949; 2.724920; 0.000895; 0.306564; 6.033551; 0.000057
485; 16.639455; 0.000233; 0.017942; 13.488378; 2.761691; 0.000913; 0.370241; 6.009812; 0.000058
486; 16.620393; 0.000245; 0.017757; 13.609903; 2.719765; 0.000823; 0.271846; 6.016705; 0.000053
487; 16.649030; 0.000213; 0.017228; 13.577090; 2.670204; 0.000874; 0.383360; 6.006356; 0.000061
488; 16.703288; 0.000247; 0.018473; 13.713107; 2.711469; 0.000836; 0.259098; 5.986845; 0.000058
489; 16.694617; 0.000237; 0.018333; 13.651280; 2.756456; 0.000850; 0.267405; 5.989955; 0.000056
490; 16.755030; 0.000229; 0.019263; 13.740900; 2.734071; 0.000879; 0.259628; 5.968357; 0.000058
491; 16.776315; 0.000228; 0.018016; 13.644421; 2.733589; 0.000899; 0.379106; 5.960785; 0.000056
492; 16.866512; 0.000219; 0.017178; 13.807399; 2.631189; 0.000887; 0.409587; 5.928908; 0.000052
493; 16.867846; 0.000257; 0.018133; 13.696465; 2.738119; 0.000952; 0.413856; 5.928439; 0.000064
494; 17.001680; 0.000272; 0.017542; 13.826537; 2.762093; 0.000885; 0.394297; 5.881772; 0.000054
495; 16.954818; 0.000232; 0.018020; 13.959181; 2.667851; 0.000976; 0.308497; 5.898028; 0.000061
496; 16.964580; 0.000269; 0.018939; 13.763274; 2.815683; 0.000889; 0.365468; 5.894635; 0.000057
497; 17.011282; 0.000250; 0.018312; 13.879544; 2.704235; 0.000870; 0.408021; 5.878452; 0.000051
498; 17.022571; 0.000246; 0.017086; 13.918183; 2.665874; 0.000953; 0.420171; 5.874553; 0.000058
499; 17.075637; 0.000219; 0.017024; 13.962398; 2.707716; 0.000935; 0.387285; 5.856297; 0.000060
500; 17.060396; 0.000291; 0.017912; 13.916017; 2.713365; 0.000935; 0.411826; 5.861529; 0.000051
501; 17.115750; 0.000250; 0.017844; 14.106667; 2.719026; 0.000887; 0.271024; 5.842572; 0.000052
502; 17.099418; 0.000219; 0.018116; 14.087396; 2.710362; 0.000869; 0.282391; 5.848152; 0.000064
503; 17.205567; 0.000221; 0.017402; 14.026497; 2.790082; 0.000927; 0.370376; 5.812072; 0.000062
504; 17.212714; 0.000239; 0.017458; 14.267685; 2.629293; 0.000872; 0.297105; 5.809659; 0.000062
505; 17.204233; 0.000233; 0.018138; 14.216082; 2.692244; 0.000856; 0.276612; 5.812523; 0.000068
506; 17.278750; 0.000227; 0.017361; 14.258319; 2.703716; 0.000913; 0.298152; 5.787456; 0.000063
507; 17.312802; 0.000234; 0.017892; 14.222332; 2.674176; 0.000856; 0.397268; 5.776072; 0.000044
508; 17.353545; 0.000252; 0.017556; 14.306670; 2.697106; 0.000818; 0.331089; 5.762511; 0.000054
509; 17.429941; 0.000246; 0.017635; 14.290997; 2.742329; 0.000853; 0.377819; 5.737254; 0.000061
510; 17.452388; 0.000251; 0.017464; 14.341371; 2.702972; 0.000933; 0.389339; 5.729875; 0.000058
511; 17.440075; 0.000225; 0.018306; 14.377788; 2.733974; 0.000963; 0.308763; 5.733920; 0.000055
512; 17.477261; 0.000230; 0.018028; 14.280397; 2.793318; 0.001005; 0.384188; 5.721720; 0.000094
513; 17.488905; 0.000224; 0.016983; 14.435774; 2.653417; 0.000836; 0.381614; 5.717911; 0.000056
514; 17.495121; 0.000265; 0.017765; 14.411993; 2.754569; 0.000933; 0.309541; 5.715879; 0.000054
515; 17.593732; 0.000238; 0.020200; 14.582485; 2.687792; 0.000834; 0.302125; 5.683842; 0.000058
516; 17.560924; 0.000219; 0.017846; 14.465122; 2.694721; 0.000916; 0.382041; 5.694461; 0.000059
517; 17.614266; 0.000241; 0.018349; 14.547544; 2.743747; 0.000951; 0.303376; 5.677216; 0.000058
518; 17.676711; 0.000240; 0.019102; 14.592457; 2.750492; 0.000933; 0.313435; 5.657161; 0.000052
519; 17.663368; 0.000215; 0.018078; 14.508702; 2.795927; 0.000902; 0.339492; 5.661435; 0.000052
520; 17.697980; 0.000236; 0.018185; 14.716016; 2.691727; 0.000918; 0.270835; 5.650362; 0.000063
521; 17.682938; 0.000224; 0.017591; 14.611438; 2.687092; 0.000966; 0.365548; 5.655169; 0.000078
522; 17.794138; 0.000246; 0.018165; 14.589783; 2.808271; 0.000905; 0.376718; 5.619828; 0.000051
523; 17.804072; 0.000241; 0.019221; 14.707269; 2.704234; 0.000886; 0.372159; 5.616693; 0.000063
524; 17.831911; 0.000230; 0.018087; 14.805676; 2.735979; 0.000817; 0.271063; 5.607924; 0.000058
525; 17.887964; 0.000221; 0.018140; 14.788958; 2.769986; 0.000916; 0.309679; 5.590351; 0.000064
526; 17.994953; 0.000236; 0.017790; 14.753486; 2.865725; 0.000911; 0.356748; 5.557114; 0.000058
527; 17.924869; 0.000228; 0.018491; 14.861221; 2.737273; 0.000912; 0.306697; 5.578841; 0.000047
528; 18.054762; 0.000258; 0.020299; 14.910855; 2.736851; 0.000938; 0.385501; 5.538705; 0.000061
529; 18.002906; 0.000214; 0.018183; 14.850436; 2.746856; 0.000874; 0.386285; 5.554659; 0.000058
530; 17.991590; 0.000264; 0.017804; 14.949115; 2.722495; 0.000849; 0.300998; 5.558152; 0.000065
531; 18.074309; 0.000204; 0.017664; 14.912060; 2.758646; 0.000861; 0.384822; 5.532715; 0.000053
532; 18.099541; 0.000204; 0.018317; 14.960778; 2.732256; 0.000891; 0.387031; 5.525002; 0.000063
533; 18.083700; 0.000225; 0.017514; 14.931136; 2.755060; 0.000875; 0.378822; 5.529842; 0.000067
534; 18.201546; 0.000242; 0.018918; 15.160387; 2.629040; 0.000934; 0.391979; 5.494039; 0.000046
535; 18.170907; 0.000232; 0.017923; 15.056918; 2.698114; 0.000889; 0.396778; 5.503303; 0.000052
