Iterations; Total; Bailout Calculation; Kernel Enqueue; Kernel Run; Texture Generation; Unmap Buffer; Pixel Display; Frames Per Second; Overhead
784; 25.941805; 0.000234; 0.018183; 22.961545; 2.655527; 0.000876; 0.305379; 3.854782; 0.000060
785; 26.025024; 0.000222; 0.018301; 23.119037; 2.515538; 0.000928; 0.370935; 3.842456; 0.000064
786; 25.990896; 0.000304; 0.018273; 22.982786; 2.623925; 0.000901; 0.364656; 3.847501; 0.000050
787; 26.048164; 0.000240; 0.017459; 23.027911; 2.634225; 0.000889; 0.367383; 3.839042; 0.000058
788; 26.227582; 0.000248; 0.018246; 23.108009; 2.730608; 0.000905; 0.369515; 3.812780; 0.000052
789; 26.145430; 0.000263; 0.019540; 23.163885; 2.601087; 0.000863; 0.359731; 3.824760; 0.000060
790; 26.139467; 0.000254; 0.019916; 23.269221; 2.547174; 0.000826; 0.302020; 3.825633; 0.000056
791; 26.144609; 0.000236; 0.018419; 23.138281; 2.629559; 0.000858; 0.357205; 3.824880; 0.000052
792; 26.145558; 0.000241; 0.017228; 23.285463; 2.534359; 0.000889; 0.307318; 3.824741; 0.000060
793; 26.215711; 0.000281; 0.018496; 23.264065; 2.594511; 0.000929; 0.337372; 3.814506; 0.000056
794; 26.229637; 0.000262; 0.017190; 23.390360; 2.513375; 0.000906; 0.307488; 3.812481; 0.000055
795; 26.296387; 0.000291; 0.021359; 23.472532; 2.490729; 0.000922; 0.310501; 3.802804; 0.000052
796; 26.280041; 0.000235; 0.017137; 23.318997; 2.674543; 0.000892; 0.268168; 3.805169; 0.000070
797; 26.376313; 0.000254; 0.019276; 23.387814; 2.686073; 0.000961; 0.281878; 3.791280; 0.000056
798; 26.392872; 0.000281; 0.020042; 23.339786; 2.670744; 0.000882; 0.361080; 3.788902; 0.000057
799; 26.446720; 0.000224; 0.017653; 23.387335; 2.676890; 0.000999; 0.363561; 3.781187; 0.000057
800; 26.457138; 0.000232; 0.016957; 23.505882; 2.573637; 0.000915; 0.359459; 3.779698; 0.000056
801; 26.507569; 0.000216; 0.017037; 23.578860; 2.548379; 0.000849; 0.362177; 3.772507; 0.000050
802; 26.289863; 0.000266; 0.019428; 23.744844; 2.184205; 0.000775; 0.340281; 3.803748; 0.000064
803; 26.283894; 0.000238; 0.018092; 23.784103; 2.139254; 0.000771; 0.341380; 3.804611; 0.000056
804; 26.419078; 0.000247; 0.018966; 23.895736; 2.163688; 0.000783; 0.339604; 3.785143; 0.000054
805; 27.315462; 0.000226; 0.015210; 24.569140; 2.453708; 0.000916; 0.276206; 3.660930; 0.000056
806; 27.542040; 0.000236; 0.017475; 24.433001; 2.724589; 0.001052; 0.365621; 3.630813; 0.000066
807; 26.488347; 0.000292; 0.019607; 24.207276; 2.008186; 0.000751; 0.252184; 3.775245; 0.000051
808; 26.510969; 0.000251; 0.019531; 23.950850; 2.255554; 0.000765; 0.283961; 3.772024; 0.000057
809; 26.551415; 0.000236; 0.017871; 24.169579; 2.079610; 0.000740; 0.283324; 3.766278; 0.000057
810; 26.544526; 0.000279; 0.020771; 24.074536; 2.168833; 0.000730; 0.279319; 3.767255; 0.000057
811; 26.578795; 0.000243; 0.019421; 24.078679; 2.199961; 0.000726; 0.279697; 3.762398; 0.000069
812; 26.634810; 0.000252; 0.018984; 24.248984; 2.053986; 0.000720; 0.311829; 3.754485; 0.000055
813; 26.683441; 0.000245; 0.019446; 24.275586; 2.113522; 0.000708; 0.273882; 3.747643; 0.000052
814; 26.943695; 0.000232; 0.018675; 23.410968; 2.563726; 0.000832; 0.949208; 3.711443; 0.000054
815; 26.751911; 0.000242; 0.018617; 24.314316; 2.069628; 0.000850; 0.348193; 3.738051; 0.000063
816; 26.780397; 0.000222; 0.017964; 24.308967; 2.111818; 0.000798; 0.340568; 3.734075; 0.000061
817; 26.730179; 0.000244; 0.018455; 24.341831; 2.109829; 0.000827; 0.258935; 3.741090; 0.000058
818; 26.849905; 0.000219; 0.019102; 24.406126; 2.143190; 0.000787; 0.280425; 3.724408; 0.000056
819; 26.871872; 0.000231; 0.019685; 24.276584; 2.287967; 0.000849; 0.286498; 3.721363; 0.000058
820; 26.879621; 0.000227; 0.019603; 24.403649; 2.175060; 0.000749; 0.280269; 3.720291; 0.000063
821; 26.961954; 0.000257; 0.019335; 24.357856; 2.244895; 0.000770; 0.338774; 3.708930; 0.000066
822; 26.865521; 0.000232; 0.018366; 24.397785; 2.189051; 0.000765; 0.259265; 3.722243; 0.000058
823; 26.957467; 0.000224; 0.018184; 24.458485; 2.218981; 0.000798; 0.260739; 3.709547; 0.000055
824; 26.985250; 0.000263; 0.019394; 24.417774; 2.203670; 0.000743; 0.343340; 3.705728; 0.000066
825; 27.012930; 0.000231; 0.018273; 24.539534; 2.115773; 0.000800; 0.338262; 3.701931; 0.000057
826; 27.063334; 0.000238; 0.018688; 24.639039; 2.065777; 0.000772; 0.338764; 3.695036; 0.000056
827; 27.140559; 0.000277; 0.020070; 24.737771; 2.098183; 0.000782; 0.283410; 3.684522; 0.000067
828; 27.169483; 0.000233; 0.019193; 24.757284; 2.108259; 0.000755; 0.283701; 3.680600; 0.000057
829; 27.272791; 0.000244; 0.019089; 24.846410; 2.121285; 0.000718; 0.284995; 3.666658; 0.000051
830; 27.138134; 0.000237; 0.020161; 24.304715; 2.467835; 0.000849; 0.344271; 3.684852; 0.000066
831; 27.283191; 0.000255; 0.019270; 24.590082; 2.380339; 0.000815; 0.292376; 3.665260; 0.000054
832; 27.270553; 0.000231; 0.018943; 24.919762; 2.048999; 0.000799; 0.281753; 3.666959; 0.000065
833; 27.275849; 0.000232; 0.018318; 24.833065; 2.137960; 0.000750; 0.285469; 3.666247; 0.000054
834; 27.347459; 0.000256; 0.019753; 24.905495; 2.082305; 0.000809; 0.338781; 3.656647; 0.000059
835; 27.355956; 0.000245; 0.018729; 24.879412; 2.114240; 0.000837; 0.342435; 3.655511; 0.000059
836; 27.356860; 0.000228; 0.018230; 25.037736; 2.041303; 0.000797; 0.258510; 3.655390; 0.000056
837; 27.405345; 0.000232; 0.018293; 24.941241; 2.103620; 0.000758; 0.341140; 3.648923; 0.000062
838; 27.454266; 0.000268; 0.020800; 25.108761; 2.043829; 0.000775; 0.279775; 3.642421; 0.000057
839; 27.500626; 0.000261; 0.019870; 25.053760; 2.098811; 0.000778; 0.327086; 3.636281; 0.000060
840; 27.534734; 0.000217; 0.017627; 24.896873; 2.329900; 0.000803; 0.289249; 3.631777; 0.000064
841; 27.553336; 0.000262; 0.018892; 25.118402; 2.130040; 0.000815; 0.284873; 3.629325; 0.000051
842; 27.515243; 0.000241; 0.019994; 25.057168; 2.155697; 0.000748; 0.281335; 3.634349; 0.000061
843; 27.542457; 0.000215; 0.018519; 24.979733; 2.200117; 0.000739; 0.343062; 3.630758; 0.000071
844; 27.606690; 0.000266; 0.018825; 25.154560; 2.145713; 0.000801; 0.286463; 3.622310; 0.000061
845; 27.684530; 0.000256; 0.019239; 25.287771; 2.095294; 0.000791; 0.281117; 3.612126; 0.000062
846; 27.740381; 0.000241; 0.018751; 25.263622; 2.045847; 0.000747; 0.411111; 3.604853; 0.000062
847; 27.700202; 0.000252; 0.018116; 25.301010; 2.124484; 0.000728; 0.255535; 3.610082; 0.000078
848; 27.777446; 0.000302; 0.019897; 25.349616; 2.112949; 0.000781; 0.293840; 3.600043; 0.000061
849; 27.715544; 0.000216; 0.017970; 25.234810; 2.176681; 0.000796; 0.285015; 3.608084; 0.000057
850; 27.853055; 0.000213; 0.019055; 25.548495; 2.003922; 0.000794; 0.280521; 3.590270; 0.000054
851; 27.832487; 0.000230; 0.018613; 25.424201; 2.107140; 0.000752; 0.281493; 3.592924; 0.000058
852; 27.910514; 0.000236; 0.018402; 25.172981; 2.423732; 0.000812; 0.294288; 3.582879; 0.000062
853; 27.933406; 0.000279; 0.019414; 25.552387; 2.078564; 0.000812; 0.281892; 3.579943; 0.000058
854; 27.948761; 0.000260; 0.020129; 25.587457; 2.054595; 0.000784; 0.285470; 3.577976; 0.000066
855; 28.011160; 0.000247; 0.019102; 25.595796; 2.068253; 0.000853; 0.326848; 3.570006; 0.000061
856; 28.041225; 0.000237; 0.019586; 25.580554; 2.111572; 0.000758; 0.328459; 3.566178; 0.000059
857; 28.029248; 0.000238; 0.018556; 25.643615; 2.024987; 0.000812; 0.340986; 3.567702; 0.000053
858; 27.971412; 0.000228; 0.018394; 25.282283; 2.332097; 0.000774; 0.337588; 3.575079; 0.000046
859; 28.116960; 0.000240; 0.020278; 25.770033; 2.046699; 0.000820; 0.278815; 3.556572; 0.000074
860; 28.147254; 0.000290; 0.020552; 25.852425; 1.993573; 0.000751; 0.279610; 3.552744; 0.000053
861; 28.201599; 0.000240; 0.019288; 25.858969; 2.039889; 0.000767; 0.282383; 3.545898; 0.000062
862; 28.205334; 0.000243; 0.019270; 25.806492; 2.094407; 0.000848; 0.284019; 3.545429; 0.000055
863; 28.184751; 0.000274; 0.019455; 25.484795; 2.388511; 0.000801; 0.290856; 3.548018; 0.000059
864; 28.283702; 0.000262; 0.019867; 25.974403; 2.009687; 0.000754; 0.278664; 3.535605; 0.000066
865; 28.298088; 0.000238; 0.018858; 25.826417; 2.111083; 0.000829; 0.340602; 3.533808; 0.000061
866; 28.354913; 0.000239; 0.019215; 25.826858; 2.172165; 0.000729; 0.335642; 3.526726; 0.000066
867; 28.329750; 0.000238; 0.018108; 25.959697; 2.086330; 0.000720; 0.264598; 3.529858; 0.000059
868; 28.347685; 0.000224; 0.018236; 26.004754; 2.065970; 0.000724; 0.257714; 3.527625; 0.000063
869; 28.387234; 0.000213; 0.018381; 25.986617; 2.097954; 0.000783; 0.283239; 3.522710; 0.000047
870; 28.418381; 0.000234; 0.018435; 26.070755; 2.045894; 0.000736; 0.282260; 3.518849; 0.000066
871; 28.460752; 0.000228; 0.018047; 26.006280; 2.151192; 0.000816; 0.284130; 3.513611; 0.000057
872; 28.459193; 0.000232; 0.018573; 26.084931; 2.074353; 0.000731; 0.280319; 3.513803; 0.000053
873; 28.566022; 0.000299; 0.019520; 25.722681; 2.529311; 0.000849; 0.293290; 3.500662; 0.000070
874; 28.497277; 0.000224; 0.018069; 26.071741; 2.122574; 0.000808; 0.283806; 3.509107; 0.000056
875; 28.569144; 0.000238; 0.017617; 26.195570; 2.074517; 0.000764; 0.280382; 3.500280; 0.000055
876; 28.647232; 0.000235; 0.019501; 26.217448; 2.124378; 0.000788; 0.284827; 3.490739; 0.000055
877; 28.573409; 0.000216; 0.018125; 26.120057; 2.102540; 0.000790; 0.331619; 3.499757; 0.000061
878; 28.843180; 0.000227; 0.018979; 26.182588; 2.351276; 0.000876; 0.289168; 3.467024; 0.000065
879; 28.686023; 0.000211; 0.018315; 26.340735; 2.065469; 0.000751; 0.260484; 3.486018; 0.000058
880; 28.720938; 0.000219; 0.018309; 26.248787; 2.168426; 0.000776; 0.284352; 3.481780; 0.000068
881; 28.735065; 0.000252; 0.018104; 26.457818; 1.991355; 0.000765; 0.266722; 3.480069; 0.000047
882; 28.826155; 0.000286; 0.019611; 26.461581; 2.062297; 0.000801; 0.281522; 3.469072; 0.000056
883; 28.761564; 0.000237; 0.018823; 26.255990; 2.201502; 0.000796; 0.284155; 3.476862; 0.000062
884; 28.832469; 0.000240; 0.019539; 26.175915; 2.295217; 0.000806; 0.340686; 3.468312; 0.000066
885; 28.874222; 0.000218; 0.018369; 26.509499; 2.065575; 0.000775; 0.279736; 3.463297; 0.000050
886; 28.951329; 0.000247; 0.019632; 26.609088; 1.981170; 0.000730; 0.340407; 3.454073; 0.000055
887; 28.971777; 0.000259; 0.020250; 26.601265; 2.009353; 0.000808; 0.339780; 3.451635; 0.000062
888; 29.020019; 0.000229; 0.019408; 26.629770; 2.029170; 0.000770; 0.340612; 3.445897; 0.000060
889; 28.998619; 0.000207; 0.018291; 26.592596; 2.043938; 0.000746; 0.342788; 3.448440; 0.000052
890; 29.110658; 0.000288; 0.021240; 26.654185; 2.147761; 0.000779; 0.286343; 3.435168; 0.000061
891; 29.093021; 0.000245; 0.019772; 26.725964; 2.004719; 0.000757; 0.341512; 3.437250; 0.000053
892; 29.093214; 0.000251; 0.020311; 26.588325; 2.143072; 0.000792; 0.340403; 3.437228; 0.000060
893; 29.137076; 0.000222; 0.018899; 26.374442; 2.410492; 0.000796; 0.332170; 3.432053; 0.000055
894; 29.195999; 0.000255; 0.020612; 26.808795; 2.080562; 0.000777; 0.284931; 3.425127; 0.000067
895; 29.163823; 0.000235; 0.018335; 26.813645; 2.068048; 0.000773; 0.262731; 3.428906; 0.000058
896; 29.248525; 0.000244; 0.019197; 26.707919; 2.180144; 0.000773; 0.340197; 3.418976; 0.000051
897; 29.239582; 0.000259; 0.018326; 26.923623; 2.013984; 0.000731; 0.282606; 3.420022; 0.000052
898; 29.315549; 0.000237; 0.019877; 26.897884; 2.053042; 0.000751; 0.343704; 3.411159; 0.000054
899; 29.372647; 0.000236; 0.019366; 27.025517; 2.053718; 0.000777; 0.272987; 3.404528; 0.000047
900; 29.365592; 0.000331; 0.020151; 27.000598; 2.010563; 0.000732; 0.333145; 3.405346; 0.000073
901; 29.361218; 0.000243; 0.018506; 27.061954; 2.015420; 0.000759; 0.264286; 3.405853; 0.000049
902; 29.448627; 0.000240; 0.020006; 27.106752; 1.993776; 0.000768; 0.327022; 3.395744; 0.000063
903; 29.403787; 0.000228; 0.018733; 27.068131; 2.061230; 0.000747; 0.254652; 3.400922; 0.000066
904; 29.511888; 0.000261; 0.019573; 27.110358; 2.099072; 0.000727; 0.281825; 3.388465; 0.000071
905; 29.534449; 0.000273; 0.018052; 26.670566; 2.492250; 0.000817; 0.352435; 3.385877; 0.000057
906; 29.549407; 0.000261; 0.019913; 27.283385; 1.962729; 0.000715; 0.282346; 3.384163; 0.000056
907; 29.571160; 0.000224; 0.018338; 27.207851; 2.009788; 0.000820; 0.334086; 3.381673; 0.000053
908; 29.630041; 0.000304; 0.021014; 27.331536; 1.998258; 0.000725; 0.278151; 3.374953; 0.000053
909; 29.665531; 0.000252; 0.020058; 27.329356; 2.041347; 0.000780; 0.273681; 3.370916; 0.000057
910; 29.640397; 0.000233; 0.018683; 27.332030; 2.026517; 0.000796; 0.262086; 3.373774; 0.000052
911; 29.680232; 0.000225; 0.018379; 27.247540; 2.071452; 0.000729; 0.341843; 3.369246; 0.000064
912; 29.711213; 0.000230; 0.018013; 27.332406; 2.078375; 0.000746; 0.281385; 3.365733; 0.000058
913; 29.651621; 0.000238; 0.018219; 27.140972; 2.206971; 0.000763; 0.284386; 3.372497; 0.000071
914; 29.776846; 0.000225; 0.018373; 27.478655; 1.996399; 0.000749; 0.282387; 3.358314; 0.000057
915; 29.718571; 0.000224; 0.018543; 27.033063; 2.395844; 0.000807; 0.270025; 3.364899; 0.000064
916; 29.841931; 0.000224; 0.018461; 27.581724; 1.981573; 0.000721; 0.259171; 3.350990; 0.000057
917; 29.882618; 0.000229; 0.018432; 27.535910; 2.045078; 0.000741; 0.282171; 3.346427; 0.000057
918; 29.947139; 0.000238; 0.019816; 27.555413; 2.091521; 0.000828; 0.279264; 3.339217; 0.000059
919; 29.966990; 0.000264; 0.019455; 27.576127; 2.030436; 0.000759; 0.339891; 3.337005; 0.000058
920; 29.966467; 0.000228; 0.018488; 27.608242; 2.025753; 0.000762; 0.312934; 3.337063; 0.000059
921; 30.055600; 0.000223; 0.019791; 27.746733; 2.011995; 0.000795; 0.276010; 3.327167; 0.000053
922; 30.022059; 0.000230; 0.018349; 27.641018; 2.096486; 0.000767; 0.265159; 3.330884; 0.000051
923; 30.028245; 0.000240; 0.018079; 27.749479; 2.002022; 0.000746; 0.257621; 3.330198; 0.000057
924; 30.070576; 0.000233; 0.018238; 27.720938; 1.990876; 0.000733; 0.339501; 3.325510; 0.000057
925; 30.081156; 0.000239; 0.020177; 27.465080; 2.305103; 0.000775; 0.289708; 3.324340; 0.000075
926; 30.176173; 0.000297; 0.019823; 27.854960; 1.958379; 0.000799; 0.341858; 3.313873; 0.000058
927; 30.138284; 0.000247; 0.018432; 27.735219; 2.116837; 0.000825; 0.266669; 3.318039; 0.000054
928; 30.192240; 0.000223; 0.018765; 27.881030; 2.034081; 0.000749; 0.257331; 3.312109; 0.000061
929; 30.295412; 0.000246; 0.019529; 28.040162; 1.955606; 0.000791; 0.279021; 3.300830; 0.000056
930; 30.277690; 0.000237; 0.018675; 28.032506; 1.918691; 0.000798; 0.306722; 3.302762; 0.000061
931; 30.351620; 0.000241; 0.019363; 28.035882; 2.013805; 0.000774; 0.281494; 3.294717; 0.000062
932; 30.278087; 0.000238; 0.018378; 27.801521; 2.191273; 0.000800; 0.265823; 3.302719; 0.000053
933; 30.341286; 0.000235; 0.018553; 28.038972; 2.019030; 0.000745; 0.263685; 3.295839; 0.000065
934; 30.406870; 0.000241; 0.019401; 27.953895; 2.125026; 0.000810; 0.307441; 3.288731; 0.000054
935; 30.326295; 0.000217; 0.018465; 27.670517; 2.365068; 0.000930; 0.271043; 3.297468; 0.000054
936; 30.492713; 0.000243; 0.019212; 28.245702; 1.947302; 0.000831; 0.279374; 3.279472; 0.000049
937; 30.540456; 0.000291; 0.020367; 28.181787; 2.048665; 0.000798; 0.288483; 3.274345; 0.000064
938; 30.506974; 0.000231; 0.018693; 28.243431; 1.988317; 0.000773; 0.255475; 3.277939; 0.000055
939; 30.545544; 0.000221; 0.018660; 28.265106; 1.982495; 0.000813; 0.278191; 3.273800; 0.000058
940; 30.572949; 0.000239; 0.019084; 28.384076; 1.887715; 0.000738; 0.281048; 3.270865; 0.000049
941; 30.605408; 0.000255; 0.018443; 28.255309; 2.007731; 0.000808; 0.322808; 3.267396; 0.000054
942; 30.676517; 0.000251; 0.017992; 27.799816; 2.530702; 0.000827; 0.326864; 3.259822; 0.000065
943; 30.736385; 0.000285; 0.019918; 28.454378; 1.979355; 0.000786; 0.281587; 3.253473; 0.000076
944; 30.706245; 0.000240; 0.018388; 28.470701; 1.960184; 0.000786; 0.255885; 3.256667; 0.000061
945; 30.625662; 0.000243; 0.018722; 28.144873; 2.202351; 0.000827; 0.258580; 3.265236; 0.000065
946; 30.767432; 0.000240; 0.018393; 28.565971; 1.916393; 0.000781; 0.265605; 3.250190; 0.000048
947; 30.781251; 0.000227; 0.018342; 28.521446; 1.978798; 0.000716; 0.261663; 3.248731; 0.000060
948; 30.830838; 0.000224; 0.018372; 28.578295; 1.975160; 0.000755; 0.257978; 3.243506; 0.000054
949; 30.846428; 0.000247; 0.018772; 28.601214; 1.966997; 0.000798; 0.258343; 3.241866; 0.000058
950; 30.878853; 0.000231; 0.018808; 28.670786; 1.934456; 0.000788; 0.253730; 3.238462; 0.000054
951; 30.865465; 0.000259; 0.018901; 28.513227; 2.076919; 0.000776; 0.255323; 3.239867; 0.000061
952; 30.942598; 0.000238; 0.018587; 28.679898; 1.987374; 0.000766; 0.255679; 3.231791; 0.000055
953; 30.963706; 0.000239; 0.018115; 28.738445; 1.951512; 0.000770; 0.254565; 3.229588; 0.000060
954; 30.999368; 0.000268; 0.018821; 28.662812; 2.067371; 0.000818; 0.249222; 3.225872; 0.000057
955; 31.038308; 0.000249; 0.019146; 28.766527; 1.969949; 0.000818; 0.281563; 3.221825; 0.000056
956; 31.054764; 0.000227; 0.018745; 28.833036; 1.956293; 0.000751; 0.245661; 3.220118; 0.000051
957; 31.091014; 0.000258; 0.018428; 28.877495; 1.947856; 0.000786; 0.246140; 3.216363; 0.000050
958; 31.130404; 0.000253; 0.018510; 28.910651; 1.954190; 0.000794; 0.245945; 3.212294; 0.000060
959; 31.163148; 0.000266; 0.018735; 28.963920; 1.938173; 0.000707; 0.241295; 3.208918; 0.000053
960; 31.181721; 0.000237; 0.018342; 28.904457; 2.012246; 0.000814; 0.245572; 3.207007; 0.000051
961; 31.169477; 0.000228; 0.018528; 28.828059; 2.072095; 0.000792; 0.249721; 3.208267; 0.000053
962; 31.208107; 0.000224; 0.018550; 28.832611; 2.103695; 0.000808; 0.252154; 3.204296; 0.000064
963; 31.286554; 0.000238; 0.018584; 29.111918; 1.909283; 0.000804; 0.245674; 3.196261; 0.000054
964; 31.422076; 0.000236; 0.017437; 28.738885; 2.403584; 0.000830; 0.261049; 3.182476; 0.000056
965; 31.357077; 0.000260; 0.018555; 29.151629; 1.934326; 0.000805; 0.251441; 3.189073; 0.000062
966; 31.368021; 0.000237; 0.018178; 29.142552; 1.959273; 0.000721; 0.247015; 3.187960; 0.000046
967; 31.396935; 0.000275; 0.018593; 29.126463; 2.002462; 0.000802; 0.248285; 3.185024; 0.000054
968; 31.448635; 0.000233; 0.018582; 29.199745; 1.984379; 0.000772; 0.244872; 3.179788; 0.000051
969; 31.464818; 0.000237; 0.018713; 29.273345; 1.922103; 0.000772; 0.249588; 3.178153; 0.000059
970; 31.415905; 0.000236; 0.018252; 28.810934; 2.337377; 0.000826; 0.248216; 3.183101; 0.000064
971; 31.543596; 0.000251; 0.018905; 29.314602; 1.959521; 0.000862; 0.249387; 3.170216; 0.000066
972; 31.557565; 0.000255; 0.018870; 29.359126; 1.933761; 0.000786; 0.244716; 3.168812; 0.000051
973; 31.598904; 0.000265; 0.018800; 29.374623; 1.964833; 0.000801; 0.239529; 3.164667; 0.000053
974; 31.528812; 0.000266; 0.018409; 29.131896; 2.132676; 0.000811; 0.244694; 3.171702; 0.000061
975; 31.666233; 0.000261; 0.018283; 29.479608; 1.929764; 0.000782; 0.237482; 3.157938; 0.000052
976; 31.670295; 0.000239; 0.018105; 29.478307; 1.930281; 0.000807; 0.242495; 3.157533; 0.000061
977; 31.708867; 0.000225; 0.018419; 29.455656; 1.995902; 0.000732; 0.237875; 3.153692; 0.000058
978; 31.722890; 0.000264; 0.018213; 29.236010; 2.228233; 0.000814; 0.239291; 3.152298; 0.000065
979; 31.778448; 0.000222; 0.018245; 29.140370; 2.351793; 0.000848; 0.266913; 3.146787; 0.000058
980; 31.803501; 0.000233; 0.018263; 29.615596; 1.917878; 0.000834; 0.250641; 3.144308; 0.000056
981; 31.839632; 0.000225; 0.018547; 29.566776; 1.989270; 0.000775; 0.263977; 3.140740; 0.000063
982; 31.927468; 0.000248; 0.019586; 29.660309; 1.966935; 0.000736; 0.279592; 3.132099; 0.000063
983; 31.898692; 0.000303; 0.021053; 29.466191; 2.123760; 0.000809; 0.286516; 3.134925; 0.000060
984; 31.886934; 0.000233; 0.018326; 29.513577; 2.093234; 0.000783; 0.260719; 3.136081; 0.000062
985; 32.002339; 0.000252; 0.018815; 29.800816; 1.870820; 0.000783; 0.310796; 3.124772; 0.000056
986; 32.050910; 0.000258; 0.019757; 29.791901; 1.927407; 0.000799; 0.310735; 3.120036; 0.000052
987; 32.015977; 0.000244; 0.018379; 29.793065; 1.939635; 0.000777; 0.263816; 3.123441; 0.000061
988; 32.013904; 0.000232; 0.018129; 29.628589; 2.099382; 0.000778; 0.266733; 3.123643; 0.000060
989; 32.147279; 0.000265; 0.020887; 29.753865; 2.077878; 0.000743; 0.293571; 3.110683; 0.000071
990; 32.091753; 0.000253; 0.018275; 29.756638; 2.055744; 0.000779; 0.260004; 3.116065; 0.000060
991; 32.101185; 0.000237; 0.018064; 29.792459; 2.039400; 0.000823; 0.250152; 3.115150; 0.000050
992; 32.186792; 0.000247; 0.018668; 29.916583; 1.992660; 0.000767; 0.257815; 3.106864; 0.000052
993; 32.307178; 0.000240; 0.018393; 29.574029; 2.439846; 0.000879; 0.273733; 3.095287; 0.000057
994; 32.238450; 0.000232; 0.018388; 30.006279; 1.950593; 0.000769; 0.262129; 3.101886; 0.000059
995; 32.297684; 0.000230; 0.019171; 30.101552; 1.891645; 0.000792; 0.284236; 3.096197; 0.000057
996; 32.376188; 0.000228; 0.018935; 30.153731; 1.888740; 0.000723; 0.313771; 3.088690; 0.000060
997; 32.500772; 0.000238; 0.018558; 29.953584; 2.233029; 0.000831; 0.294468; 3.076850; 0.000064
998; 32.352809; 0.000241; 0.017888; 29.664059; 2.351928; 0.000905; 0.317725; 3.090922; 0.000063
999; 32.410522; 0.000233; 0.018475; 30.195332; 1.887917; 0.000750; 0.307754; 3.085418; 0.000060
1000; 32.419835; 0.000242; 0.018286; 30.260606; 1.878112; 0.000731; 0.261792; 3.084531; 0.000066
